item_id,name,category,occasion,weather,gender,style,color,brand,price,rating,website,img,buy_link
476,Levi's Red Casual Bottom,Bottom,casual,cold,male,casual,red,Levi's,16.74,4.4,Nykaa Fashion,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Levi's,https://www.nykaafashion.com/search?q=red+casual+Bottom
477,H&M Grey Sporty Footwear,Footwear,travel,cold,male,sporty,grey,H&M,115.75,4.2,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+H&M,https://www.amazon.com/search?q=grey+sporty+Footwear
478,Biba Black Formal Bottom,Bottom,wedding,cold,male,formal,black,Biba,130.6,4.6,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Biba,https://www.flipkart.com/search?q=black+formal+Bottom
479,Levi's Black Sporty Accessory,Accessory,casual,cold,unisex,sporty,black,Levi's,56.23,3.3,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Levi's,https://www.amazon.com/search?q=black+sporty+Accessory
480,Manyavar Blue Casual Footwear,Footwear,casual,cold,unisex,casual,blue,Manyavar,80.27,4.9,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Manyavar,https://www.myntra.com/search?q=blue+casual+Footwear
481,Allen Solly Red Casual Bottom,Bottom,casual,rainy,male,casual,red,Allen Solly,88.11,3.5,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Allen Solly,https://www.ajio.com/search?q=red+casual+Bottom
482,Allen Solly Blue Sporty Accessory,Accessory,gym,cold,female,sporty,blue,Allen Solly,51.18,3.2,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Allen Solly,https://www.amazon.com/search?q=blue+sporty+Accessory
483,Allen Solly White Formal Accessory,Accessory,office,hot,female,formal,white,Allen Solly,127.6,4.6,Flipkart,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Allen Solly,https://www.flipkart.com/search?q=white+formal+Accessory
484,Manyavar White Formal Footwear,Footwear,office,hot,unisex,formal,white,Manyavar,147.1,3.0,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Manyavar,https://www.nykaafashion.com/search?q=white+formal+Footwear
485,Zara White Traditional Top,Top,wedding,cold,male,traditional,white,Zara,124.29,4.1,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Zara,https://www.flipkart.com/search?q=white+traditional+Top
486,H&M Green Formal Footwear,Footwear,office,rainy,female,formal,green,H&M,109.45,5.0,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+H&M,https://www.flipkart.com/search?q=green+formal+Footwear
487,Puma Green Formal Footwear,Footwear,wedding,hot,female,formal,green,Puma,33.95,4.1,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Puma,https://www.amazon.com/search?q=green+formal+Footwear
488,Allen Solly Grey Formal Footwear,Footwear,interview,hot,male,formal,grey,Allen Solly,102.95,4.0,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Allen Solly,https://www.amazon.com/search?q=grey+formal+Footwear
489,Fossil Black Casual Footwear,Footwear,travel,hot,male,casual,black,Fossil,134.39,4.0,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Fossil,https://www.myntra.com/search?q=black+casual+Footwear
490,Zara Black Traditional Footwear,Footwear,party,rainy,male,traditional,black,Zara,98.03,4.2,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Zara,https://www.amazon.com/search?q=black+traditional+Footwear
491,H&M White Trendy Bottom,Bottom,party,hot,unisex,trendy,white,H&M,57.26,5.0,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+H&M,https://www.amazon.com/search?q=white+trendy+Bottom
492,Nike Blue Formal Top,Top,interview,cold,male,formal,blue,Nike,122.48,4.8,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Nike,https://www.myntra.com/search?q=blue+formal+Top
493,Zara White Sporty Footwear,Footwear,gym,cold,female,sporty,white,Zara,18.1,3.5,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Zara,https://www.flipkart.com/search?q=white+sporty+Footwear
494,Adidas Red Sporty Accessory,Accessory,gym,rainy,male,sporty,red,Adidas,57.66,3.1,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Adidas,https://www.amazon.com/search?q=red+sporty+Accessory
495,Zara Green Formal Accessory,Accessory,interview,rainy,male,formal,green,Zara,61.47,3.5,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Zara,https://www.ajio.com/search?q=green+formal+Accessory
496,Nike Pink Trendy Footwear,Footwear,party,rainy,male,trendy,pink,Nike,46.03,4.2,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Nike,https://www.ajio.com/search?q=pink+trendy+Footwear
497,Manyavar Blue Sporty Top,Top,casual,cold,female,sporty,blue,Manyavar,18.98,3.8,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Manyavar,https://www.amazon.com/search?q=blue+sporty+Top
498,Manyavar Grey Formal Top,Top,party,rainy,female,formal,grey,Manyavar,116.34,3.8,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Manyavar,https://www.amazon.com/search?q=grey+formal+Top
499,Allen Solly Blue Sporty Top,Top,gym,cold,male,sporty,blue,Allen Solly,132.27,4.6,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Allen Solly,https://www.flipkart.com/search?q=blue+sporty+Top
500,H&M Pink Sporty Top,Top,gym,hot,female,sporty,pink,H&M,103.41,4.6,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Top+H&M,https://www.ajio.com/search?q=pink+sporty+Top
501,Manyavar Red Trendy Footwear,Footwear,wedding,hot,female,trendy,red,Manyavar,46.67,3.7,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Manyavar,https://www.amazon.com/search?q=red+trendy+Footwear
502,Manyavar Grey Formal Bottom,Bottom,office,rainy,unisex,formal,grey,Manyavar,145.94,3.0,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Manyavar,https://www.flipkart.com/search?q=grey+formal+Bottom
503,Manyavar Red Trendy Top,Top,party,cold,male,trendy,red,Manyavar,88.33,4.1,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Manyavar,https://www.amazon.com/search?q=red+trendy+Top
504,Nike Green Casual Bottom,Bottom,travel,rainy,unisex,casual,green,Nike,105.36,3.9,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Nike,https://www.flipkart.com/search?q=green+casual+Bottom
505,Nike Red Formal Bottom,Bottom,interview,rainy,unisex,formal,red,Nike,106.08,5.0,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+Nike,https://www.flipkart.com/search?q=red+formal+Bottom
506,Nike White Traditional Accessory,Accessory,wedding,cold,female,traditional,white,Nike,33.0,3.5,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Nike,https://www.amazon.com/search?q=white+traditional+Accessory
507,Nike Pink Formal Footwear,Footwear,office,rainy,unisex,formal,pink,Nike,87.31,3.4,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Nike,https://www.myntra.com/search?q=pink+formal+Footwear
508,H&M Black Formal Bottom,Bottom,party,cold,male,formal,black,H&M,128.65,3.6,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+H&M,https://www.ajio.com/search?q=black+formal+Bottom
509,H&M White Traditional Accessory,Accessory,party,rainy,unisex,traditional,white,H&M,49.69,4.9,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+H&M,https://www.nykaafashion.com/search?q=white+traditional+Accessory
510,Fossil Green Formal Footwear,Footwear,wedding,cold,female,formal,green,Fossil,80.01,4.7,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Fossil,https://www.amazon.com/search?q=green+formal+Footwear
511,Manyavar Green Formal Top,Top,interview,hot,unisex,formal,green,Manyavar,56.82,4.2,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Manyavar,https://www.flipkart.com/search?q=green+formal+Top
512,Puma Black Formal Bottom,Bottom,office,hot,male,formal,black,Puma,45.28,3.8,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Puma,https://www.amazon.com/search?q=black+formal+Bottom
513,Puma Pink Sporty Accessory,Accessory,gym,cold,unisex,sporty,pink,Puma,135.51,4.0,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Puma,https://www.nykaafashion.com/search?q=pink+sporty+Accessory
514,Levi's Pink Casual Bottom,Bottom,travel,rainy,unisex,casual,pink,Levi's,95.54,4.5,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Levi's,https://www.nykaafashion.com/search?q=pink+casual+Bottom
515,Biba Grey Trendy Top,Top,casual,rainy,female,trendy,grey,Biba,28.96,4.8,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Biba,https://www.ajio.com/search?q=grey+trendy+Top
516,H&M Grey Sporty Bottom,Bottom,gym,hot,unisex,sporty,grey,H&M,38.11,3.1,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+H&M,https://www.nykaafashion.com/search?q=grey+sporty+Bottom
517,Biba Green Formal Top,Top,interview,hot,female,formal,green,Biba,43.74,4.7,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Biba,https://www.amazon.com/search?q=green+formal+Top
518,Nike Blue Traditional Footwear,Footwear,party,hot,male,traditional,blue,Nike,26.31,3.5,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Nike,https://www.ajio.com/search?q=blue+traditional+Footwear
519,Biba Grey Formal Accessory,Accessory,interview,rainy,unisex,formal,grey,Biba,76.24,3.0,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Biba,https://www.flipkart.com/search?q=grey+formal+Accessory
520,Zara Red Formal Top,Top,interview,cold,female,formal,red,Zara,113.21,4.5,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Zara,https://www.nykaafashion.com/search?q=red+formal+Top
521,Levi's Black Formal Bottom,Bottom,party,cold,male,formal,black,Levi's,111.63,4.5,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Levi's,https://www.amazon.com/search?q=black+formal+Bottom
522,Nike White Sporty Top,Top,gym,rainy,female,sporty,white,Nike,77.49,3.2,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Nike,https://www.myntra.com/search?q=white+sporty+Top
523,Biba Yellow Traditional Accessory,Accessory,party,rainy,unisex,traditional,yellow,Biba,110.31,4.5,Flipkart,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Biba,https://www.flipkart.com/search?q=yellow+traditional+Accessory
524,Manyavar Green Sporty Bottom,Bottom,gym,rainy,male,sporty,green,Manyavar,25.07,4.9,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Manyavar,https://www.ajio.com/search?q=green+sporty+Bottom
525,Nike Blue Sporty Bottom,Bottom,gym,hot,unisex,sporty,blue,Nike,44.67,3.6,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+Nike,https://www.myntra.com/search?q=blue+sporty+Bottom
526,Biba Green Formal Bottom,Bottom,office,rainy,female,formal,green,Biba,75.29,4.1,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Biba,https://www.myntra.com/search?q=green+formal+Bottom
527,Biba Black Sporty Top,Top,travel,cold,female,sporty,black,Biba,59.15,4.9,Flipkart,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Biba,https://www.flipkart.com/search?q=black+sporty+Top
528,Allen Solly Grey Formal Bottom,Bottom,office,hot,unisex,formal,grey,Allen Solly,27.83,3.6,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Allen Solly,https://www.ajio.com/search?q=grey+formal+Bottom
529,Manyavar Green Sporty Accessory,Accessory,casual,cold,female,sporty,green,Manyavar,15.37,4.2,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Manyavar,https://www.myntra.com/search?q=green+sporty+Accessory
530,Manyavar Green Traditional Bottom,Bottom,party,cold,female,traditional,green,Manyavar,57.47,3.4,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Manyavar,https://www.myntra.com/search?q=green+traditional+Bottom
531,Allen Solly Black Trendy Bottom,Bottom,wedding,cold,unisex,trendy,black,Allen Solly,22.99,4.0,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Allen Solly,https://www.nykaafashion.com/search?q=black+trendy+Bottom
532,Nike Black Casual Accessory,Accessory,travel,rainy,male,casual,black,Nike,77.82,4.5,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Nike,https://www.flipkart.com/search?q=black+casual+Accessory
533,Puma Yellow Trendy Top,Top,casual,hot,female,trendy,yellow,Puma,129.6,5.0,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Puma,https://www.nykaafashion.com/search?q=yellow+trendy+Top
534,Biba White Traditional Accessory,Accessory,party,rainy,unisex,traditional,white,Biba,149.06,3.5,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Biba,https://www.flipkart.com/search?q=white+traditional+Accessory
535,Nike Grey Casual Bottom,Bottom,travel,rainy,unisex,casual,grey,Nike,22.46,4.9,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Nike,https://www.flipkart.com/search?q=grey+casual+Bottom
536,Allen Solly Red Sporty Top,Top,casual,rainy,unisex,sporty,red,Allen Solly,76.36,3.6,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Allen Solly,https://www.nykaafashion.com/search?q=red+sporty+Top
537,Biba Red Trendy Accessory,Accessory,travel,cold,female,trendy,red,Biba,44.75,4.3,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Biba,https://www.ajio.com/search?q=red+trendy+Accessory
538,Allen Solly Blue Formal Accessory,Accessory,interview,hot,female,formal,blue,Allen Solly,138.94,3.6,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Allen Solly,https://www.myntra.com/search?q=blue+formal+Accessory
539,Zara Pink Trendy Footwear,Footwear,party,rainy,female,trendy,pink,Zara,73.67,3.1,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Zara,https://www.myntra.com/search?q=pink+trendy+Footwear
540,Zara Pink Sporty Top,Top,casual,rainy,female,sporty,pink,Zara,124.25,3.8,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Zara,https://www.myntra.com/search?q=pink+sporty+Top
541,H&M Green Sporty Top,Top,gym,cold,male,sporty,green,H&M,33.5,4.4,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+H&M,https://www.flipkart.com/search?q=green+sporty+Top
542,Zara Blue Trendy Accessory,Accessory,wedding,cold,female,trendy,blue,Zara,93.12,4.3,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Zara,https://www.nykaafashion.com/search?q=blue+trendy+Accessory
543,Levi's Pink Trendy Accessory,Accessory,travel,rainy,male,trendy,pink,Levi's,100.83,3.8,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Levi's,https://www.ajio.com/search?q=pink+trendy+Accessory
544,Zara Red Formal Footwear,Footwear,party,cold,female,formal,red,Zara,24.6,3.2,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Zara,https://www.flipkart.com/search?q=red+formal+Footwear
545,Zara Green Formal Accessory,Accessory,party,hot,male,formal,green,Zara,143.52,3.1,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Zara,https://www.amazon.com/search?q=green+formal+Accessory
546,Biba Black Formal Top,Top,interview,rainy,unisex,formal,black,Biba,86.32,4.7,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Biba,https://www.myntra.com/search?q=black+formal+Top
547,Biba Yellow Formal Accessory,Accessory,interview,cold,unisex,formal,yellow,Biba,87.09,4.4,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Biba,https://www.myntra.com/search?q=yellow+formal+Accessory
548,Manyavar Yellow Formal Bottom,Bottom,interview,rainy,unisex,formal,yellow,Manyavar,75.12,3.1,Flipkart,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Manyavar,https://www.flipkart.com/search?q=yellow+formal+Bottom
549,Manyavar White Formal Accessory,Accessory,office,hot,male,formal,white,Manyavar,136.6,3.6,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Manyavar,https://www.ajio.com/search?q=white+formal+Accessory
550,Adidas Blue Sporty Top,Top,gym,cold,unisex,sporty,blue,Adidas,92.88,3.5,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Adidas,https://www.flipkart.com/search?q=blue+sporty+Top
551,H&M Pink Formal Bottom,Bottom,office,hot,unisex,formal,pink,H&M,59.24,3.3,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+H&M,https://www.flipkart.com/search?q=pink+formal+Bottom
552,Fossil White Formal Top,Top,office,hot,male,formal,white,Fossil,36.97,3.9,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Fossil,https://www.nykaafashion.com/search?q=white+formal+Top
553,Puma Black Trendy Footwear,Footwear,party,rainy,female,trendy,black,Puma,37.22,3.7,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Puma,https://www.amazon.com/search?q=black+trendy+Footwear
554,Zara Blue Formal Footwear,Footwear,office,hot,female,formal,blue,Zara,27.59,4.3,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Zara,https://www.amazon.com/search?q=blue+formal+Footwear
555,Nike Yellow Casual Bottom,Bottom,travel,rainy,male,casual,yellow,Nike,49.06,4.7,Nykaa Fashion,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Nike,https://www.nykaafashion.com/search?q=yellow+casual+Bottom
556,Nike Green Casual Accessory,Accessory,casual,cold,male,casual,green,Nike,123.54,4.2,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Nike,https://www.nykaafashion.com/search?q=green+casual+Accessory
557,Biba Black Formal Footwear,Footwear,office,rainy,female,formal,black,Biba,47.35,4.2,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Biba,https://www.flipkart.com/search?q=black+formal+Footwear
558,Adidas White Sporty Footwear,Footwear,gym,cold,male,sporty,white,Adidas,138.23,3.9,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Adidas,https://www.flipkart.com/search?q=white+sporty+Footwear
559,Levi's White Casual Top,Top,travel,hot,male,casual,white,Levi's,57.27,3.6,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Levi's,https://www.nykaafashion.com/search?q=white+casual+Top
560,Zara Blue Formal Bottom,Bottom,interview,cold,male,formal,blue,Zara,110.73,4.3,Flipkart,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Zara,https://www.flipkart.com/search?q=blue+formal+Bottom
561,Nike Pink Formal Footwear,Footwear,office,hot,unisex,formal,pink,Nike,54.14,3.1,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Nike,https://www.ajio.com/search?q=pink+formal+Footwear
562,H&M Grey Sporty Footwear,Footwear,gym,rainy,male,sporty,grey,H&M,32.9,3.3,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+H&M,https://www.ajio.com/search?q=grey+sporty+Footwear
563,Fossil Pink Formal Top,Top,interview,hot,female,formal,pink,Fossil,78.48,3.4,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Fossil,https://www.amazon.com/search?q=pink+formal+Top
564,Nike Yellow Formal Top,Top,office,hot,unisex,formal,yellow,Nike,57.81,4.6,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Nike,https://www.amazon.com/search?q=yellow+formal+Top
565,Puma Green Casual Accessory,Accessory,travel,hot,female,casual,green,Puma,96.76,4.1,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Puma,https://www.amazon.com/search?q=green+casual+Accessory
566,Manyavar Grey Trendy Bottom,Bottom,wedding,hot,male,trendy,grey,Manyavar,32.89,4.8,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Manyavar,https://www.ajio.com/search?q=grey+trendy+Bottom
567,Nike Grey Casual Footwear,Footwear,casual,rainy,unisex,casual,grey,Nike,149.62,4.3,Nykaa Fashion,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Nike,https://www.nykaafashion.com/search?q=grey+casual+Footwear
568,Levi's Pink Formal Top,Top,office,hot,female,formal,pink,Levi's,132.23,4.6,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Levi's,https://www.myntra.com/search?q=pink+formal+Top
569,H&M Red Formal Accessory,Accessory,office,cold,female,formal,red,H&M,53.26,3.6,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+H&M,https://www.nykaafashion.com/search?q=red+formal+Accessory
570,Allen Solly Black Trendy Accessory,Accessory,casual,cold,male,trendy,black,Allen Solly,141.72,3.3,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Allen Solly,https://www.ajio.com/search?q=black+trendy+Accessory
571,Levi's Green Formal Top,Top,party,rainy,male,formal,green,Levi's,97.22,3.6,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Levi's,https://www.ajio.com/search?q=green+formal+Top
572,Levi's Blue Formal Bottom,Bottom,interview,rainy,unisex,formal,blue,Levi's,42.9,3.1,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Levi's,https://www.myntra.com/search?q=blue+formal+Bottom
573,Allen Solly Red Sporty Accessory,Accessory,gym,rainy,female,sporty,red,Allen Solly,52.64,4.4,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Allen Solly,https://www.flipkart.com/search?q=red+sporty+Accessory
574,Levi's Pink Sporty Bottom,Bottom,travel,cold,unisex,sporty,pink,Levi's,114.09,4.2,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Levi's,https://www.ajio.com/search?q=pink+sporty+Bottom
575,Fossil White Formal Bottom,Bottom,party,rainy,unisex,formal,white,Fossil,65.96,4.5,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Fossil,https://www.myntra.com/search?q=white+formal+Bottom
576,Zara Red Sporty Footwear,Footwear,gym,cold,female,sporty,red,Zara,106.39,3.4,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Zara,https://www.nykaafashion.com/search?q=red+sporty+Footwear
577,Nike White Sporty Accessory,Accessory,casual,rainy,unisex,sporty,white,Nike,139.26,3.1,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Nike,https://www.myntra.com/search?q=white+sporty+Accessory
578,Biba Blue Trendy Accessory,Accessory,wedding,rainy,male,trendy,blue,Biba,81.26,4.7,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Biba,https://www.ajio.com/search?q=blue+trendy+Accessory
579,Zara Pink Trendy Bottom,Bottom,party,cold,unisex,trendy,pink,Zara,148.17,3.9,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Zara,https://www.amazon.com/search?q=pink+trendy+Bottom
580,Fossil White Sporty Footwear,Footwear,gym,cold,male,sporty,white,Fossil,131.36,4.6,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Fossil,https://www.myntra.com/search?q=white+sporty+Footwear
581,Puma Red Formal Accessory,Accessory,office,cold,female,formal,red,Puma,69.74,4.1,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Puma,https://www.ajio.com/search?q=red+formal+Accessory
582,Biba Blue Trendy Bottom,Bottom,party,rainy,male,trendy,blue,Biba,68.46,4.8,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Biba,https://www.ajio.com/search?q=blue+trendy+Bottom
583,Puma Red Casual Top,Top,casual,rainy,unisex,casual,red,Puma,140.08,3.4,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Puma,https://www.amazon.com/search?q=red+casual+Top
584,Adidas Yellow Formal Footwear,Footwear,interview,cold,female,formal,yellow,Adidas,72.62,4.2,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Adidas,https://www.amazon.com/search?q=yellow+formal+Footwear
585,H&M White Formal Footwear,Footwear,party,cold,male,formal,white,H&M,70.68,3.1,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+H&M,https://www.nykaafashion.com/search?q=white+formal+Footwear
586,Adidas Grey Traditional Footwear,Footwear,wedding,cold,male,traditional,grey,Adidas,70.68,3.8,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Adidas,https://www.nykaafashion.com/search?q=grey+traditional+Footwear
587,Adidas Yellow Sporty Accessory,Accessory,gym,hot,unisex,sporty,yellow,Adidas,89.08,4.5,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Adidas,https://www.amazon.com/search?q=yellow+sporty+Accessory
588,Fossil Blue Sporty Bottom,Bottom,gym,cold,unisex,sporty,blue,Fossil,134.24,5.0,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+Fossil,https://www.nykaafashion.com/search?q=blue+sporty+Bottom
589,Biba Yellow Formal Accessory,Accessory,interview,rainy,female,formal,yellow,Biba,59.09,4.4,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Biba,https://www.amazon.com/search?q=yellow+formal+Accessory
590,Zara Grey Sporty Top,Top,travel,cold,male,sporty,grey,Zara,67.43,4.7,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Zara,https://www.myntra.com/search?q=grey+sporty+Top
591,Puma Yellow Traditional Footwear,Footwear,party,rainy,female,traditional,yellow,Puma,27.93,4.5,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Puma,https://www.ajio.com/search?q=yellow+traditional+Footwear
592,Fossil Pink Sporty Accessory,Accessory,casual,rainy,female,sporty,pink,Fossil,111.11,4.6,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Fossil,https://www.ajio.com/search?q=pink+sporty+Accessory
593,Levi's Pink Formal Top,Top,office,cold,male,formal,pink,Levi's,52.03,3.3,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Levi's,https://www.amazon.com/search?q=pink+formal+Top
594,Puma Black Formal Top,Top,office,cold,male,formal,black,Puma,82.53,4.7,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Puma,https://www.nykaafashion.com/search?q=black+formal+Top
595,Manyavar Grey Trendy Accessory,Accessory,party,rainy,male,trendy,grey,Manyavar,91.06,3.2,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Manyavar,https://www.ajio.com/search?q=grey+trendy+Accessory
596,Adidas White Trendy Bottom,Bottom,casual,cold,female,trendy,white,Adidas,116.36,4.9,Nykaa Fashion,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Adidas,https://www.nykaafashion.com/search?q=white+trendy+Bottom
